Metrics;LoadPoint;link; ;rep1;rep2;rep3;rep4;rep5;rep6;rep7;rep8;rep9;rep10
External Fragmentation (Vertical);1;all; ;0.6581159720844367;0.6569991447600936;0.6577329743129673;0.6577816643130394;0.6563446446207135;0.6587216325919419;0.6578643926704171;0.6593256931627863;0.6585963295390376;0.655942137794684
External Fragmentation (Vertical);2;all; ;0.7305573566231618;0.7243930230649905;0.7296941089725957;0.7277240137672147;0.7239927611658111;0.7325600764150496;0.7282900077729775;0.7199640256932884;0.731560082466043;0.7296022186768277
External Fragmentation (Vertical);3;all; ;0.7940613119756043;0.7971614261485913;0.7938713605054926;0.7966137097839445;0.7993278735511464;0.8017773610060103;0.7988940091879355;0.7917836243509224;0.795957061559801;0.7982795904828994
External Fragmentation (Vertical);4;all; ;0.7914075216945248;0.7941316621867324;0.7917386052726371;0.7937626224994735;0.7917029408400601;0.7948490817526372;0.7893953415131595;0.7909480078007873;0.7905006584596467;0.7899839267780042
External Fragmentation (Vertical);5;all; ;0.7737260241923904;0.7714390298326067;0.7726270206698266;0.7711305225842451;0.7713888109893334;0.7714145996588896;0.7702491106941546;0.7753132109741294;0.7722888508999786;0.7684284146814067
External Fragmentation (Vertical);6;all; ;0.7528621024860725;0.7541220008985696;0.7538142536857689;0.7521132355787501;0.7553479991197923;0.7503924344193141;0.7522583616291347;0.7537457131997234;0.7531733852191653;0.7520239661267878

External Fragmentation (Horizontal);1;all; ;0.6473556210481668;0.6461766117677868;0.6464712865252406;0.6465497556998855;0.6459726201405025;0.6482594697036849;0.6473326078604891;0.6491125904796392;0.6481654865486347;0.6448089478261075
External Fragmentation (Horizontal);2;all; ;0.7060336075575839;0.7002572882495562;0.7057462083274781;0.7015996518859793;0.6991749591281835;0.7084560550146821;0.7026449044058872;0.6930065706010116;0.707400029966809;0.7051387940775472
External Fragmentation (Horizontal);3;all; ;0.7316203780123159;0.7384658953636124;0.7349249538723022;0.733945636470977;0.7400654949565538;0.7416567438533789;0.7413406898105079;0.7307751390221306;0.7369673140711342;0.738614281296292
