Metrics;LoadPoint;link;spectrum size (c); ;rep1;rep2;rep3;rep4;rep5;rep6;rep7;rep8;rep9;rep10
Relative Fragmentation per spectrum size (c);1;all;1; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Relative Fragmentation per spectrum size (c);1;all;2; ;0.03475851476598088;0.03436403467304363;0.03439804339962778;0.03433033640036715;0.034103060295750366;0.03429957542761285;0.03479124473093506;0.03455720240754552;0.03459200199335633;0.03459365294213183
Relative Fragmentation per spectrum size (c);1;all;3; ;0.06211934144166683;0.061860671069630634;0.06198052733141536;0.062013957334298514;0.06144144006188947;0.061447065023779626;0.062417365405099116;0.061734090138992684;0.061885303385114915;0.061890905077147895
Relative Fragmentation per spectrum size (c);1;all;5; ;0.10832714342863689;0.10730954400363105;0.107686770507052;0.10750353430268535;0.10627490291917335;0.10760022201237464;0.10826085327950248;0.10729412356935071;0.10803277287691943;0.10798001023835933
Relative Fragmentation per spectrum size (c);2;all;1; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Relative Fragmentation per spectrum size (c);2;all;2; ;0.0935172150643709;0.09314462121937282;0.0937014127502237;0.09317934692910516;0.09324008021537854;0.09427649043997542;0.0930488617265743;0.09304432014907286;0.09475204459216542;0.09260501866636842
Relative Fragmentation per spectrum size (c);2;all;3; ;0.16461879428166284;0.16343871836885684;0.16451339366012163;0.16446008526483086;0.1645587100865991;0.16556106777209897;0.16333169121527186;0.16432102426064543;0.16562638538101918;0.16419431342198587
Relative Fragmentation per spectrum size (c);2;all;5; ;0.27389091072960986;0.274027582211039;0.2747835282542623;0.2727841923551543;0.2733052596661976;0.2757045499114579;0.27360249552962185;0.2731717475197765;0.2749667234867997;0.2726626836241824
Relative Fragmentation per spectrum size (c);3;all;1; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Relative Fragmentation per spectrum size (c);3;all;2; ;0.13615073080664675;0.13743383902953332;0.1371048610879381;0.13744407311041865;0.13777510569879697;0.13639947766088584;0.13675161343229528;0.1358401804411702;0.1360011068749462;0.13708141854932698
Relative Fragmentation per spectrum size (c);3;all;3; ;0.23578945057307818;0.2373556928958451;0.236602022265474;0.2367508338546985;0.23728360751007635;0.23604290807344946;0.23502553663551468;0.23565549575871245;0.23567965807204003;0.2370390064853131
Relative Fragmentation per spectrum size (c);3;all;5; ;0.3766609386475967;0.3813703723530683;0.3791077275161822;0.37777721316590934;0.3794777720000031;0.37801206458693837;0.3761109390805551;0.3762394503821827;0.37446322691800554;0.3779421863569234
Relative Fragmentation per spectrum size (c);4;all;1; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Relative Fragmentation per spectrum size (c);4;all;2; ;0.17540993855993625;0.17355080554355068;0.1751242450212123;0.17262659916368303;0.17350689563153773;0.17331591477951042;0.1764700745034783;0.17318828052246824;0.17333133056216948;0.17486372994196128
Relative Fragmentation per spectrum size (c);4;all;3; ;0.2969904040048425;0.29705040822329276;0.29799920671689256;0.29742660210794036;0.296753630160358;0.2950512367981485;0.2970007513950665;0.2961839886553765;0.29444735330892385;0.2954565327662168
Relative Fragmentation per spectrum size (c);4;all;5; ;0.4595893175590317;0.45880536454378223;0.4588052316699205;0.4590257602096764;0.455482525243034;0.4588289205164793;0.4640352647242292;0.45808614800576786;0.4563828574886786;0.4610640179697783


