Metrics;load point;node; ;rep1;rep2;rep3;rep4;rep5;rep6;rep7;rep8;rep9;rep10
Tx Utilization ;1;all; ;591.3709587123863;594.1781265620314;594.6347695691293;591.7264320703789;591.7864640607818;592.9523043087074;590.6472358292513;589.2882035389383;590.8297810656803;592.9503448965311
Tx Utilization ;2;all; ;942.2516944916525;937.8099070278917;940.2752174347696;937.5816355093472;942.6566530040988;945.3834249725082;942.3197840647806;940.7346096171149;939.3611816455063;939.1186244126762
Tx Utilization ;3;all; ;1210.0962411276616;1206.3262721183644;1211.792012396281;1201.916365090473;1209.0036089173248;1201.793322003399;1209.9116764970508;1212.074477656703;1206.6112066380085;1199.9513146056183
Tx Utilization ;4;all; ;1380.5766470058982;1384.0060781765471;1384.8794161751475;1389.573787863641;1388.2808357492752;1379.6991202639208;1377.987753673898;1374.1111566530042;1377.9833349995001;1386.5263420973708


Rx Utilization ;1;all; ;591.3709587123863;594.1781265620314;594.6347695691293;591.7264320703789;591.7864640607818;592.9523043087074;590.6472358292513;589.2882035389383;590.8297810656803;592.9503448965311
Rx Utilization ;2;all; ;942.2516944916525;937.8099070278917;940.2752174347696;937.5816355093472;942.6566530040988;945.3834249725082;942.3197840647806;940.7346096171149;939.3611816455063;939.1186244126762
Rx Utilization ;3;all; ;1210.0962411276616;1206.3262721183644;1211.792012396281;1201.916365090473;1209.0036089173248;1201.793322003399;1209.9116764970508;1212.074477656703;1206.6112066380085;1199.9513146056183
Rx Utilization ;4;all; ;1380.5766470058982;1384.0060781765471;1384.8794161751475;1389.573787863641;1388.2808357492752;1379.6991202639208;1377.987753673898;1374.1111566530042;1377.9833349995001;1386.5263420973708


Tx Utilization Per Node;1;1; ;99.22136359092272;97.30808757372787;99.76049185244426;96.59944016794961;97.44878536439069;98.18927321803459;96.30155953214036;98.09098270518844;98.3332300309907;98.09874037788663
Tx Utilization Per Node;1;2; ;100.05385384384685;99.99603119064281;98.95116465060482;100.81777466759972;98.83051084674598;99.58487453763871;98.71198640407877;100.43241027691693;98.75272418274518;101.17695691292612
Tx Utilization Per Node;1;3; ;97.92353294011797;96.97640707787664;97.50841747475758;97.6259122263321;99.11952414275717;98.1445166450065;98.61548535439368;95.36147155853244;98.29762071378586;98.05041487553734
Tx Utilization Per Node;1;4; ;97.55577326801959;98.93524942517244;99.02142357292813;98.49835049485155;98.54928521443567;99.09457162851145;99.6146755973208;99.8186044186744;98.03994801559533;98.81761471558532
Tx Utilization Per Node;1;5; ;98.13166050184944;101.96587023892832;100.27908627411776;98.86442067379787;99.70572828151555;98.60568829351195;100.3072178346496;98.92453264020794;100.26710986703989;98.62292312306307
Tx Utilization Per Node;1;6; ;98.48477456762971;98.99648105568329;99.11418574427671;99.32053383984804;98.13263021093672;99.3333799860042;97.096311106668;96.66020193941817;97.13914825552334;98.18369489153254
Tx Utilization Per Node;2;1; ;122.98668399480155;126.6813256023193;126.62806158152554;126.89838048585425;123.52097370788763;124.00345896231131;123.95905228431471;123.53987803658903;126.81052684194742;124.4073577926622
Tx Utilization Per Node;2;2; ;187.0522343297011;184.43390982705188;185.68357492752173;182.01258622413275;183.8779866040188;186.29381185644306;185.42767169849046;185.3779566130161;184.11956413076078;185.2038388483455
Tx Utilization Per Node;2;3; ;126.83252024392682;122.98225532340298;123.99493152054384;124.8001099670099;125.56812956113166;125.32140357892632;126.97211836449065;124.81063680895731;124.71413575927222;124.96974907527742
Tx Utilization Per Node;2;4; ;162.83561931420573;162.81181645506348;162.99874037788663;161.4218234529641;162.40629811056684;163.1300209937019;162.03777866640007;163.95106468059583;164.95838248525442;157.93564930520844
Tx Utilization Per Node;2;5; ;180.0999100269919;180.7592922123363;179.86811956413075;181.36874937518743;183.04317704688594;180.11291612516246;181.19494151754475;177.7341397580726;177.29781065680297;182.719044286714
Tx Utilization Per Node;2;6; ;162.4447265820254;160.1413076077177;161.10178946316105;161.07998600419873;164.24008797360793;166.5218134559632;162.72822153353994;165.32093371988404;161.46076177146855;163.88298510446867
Tx Utilization Per Node;3;1; ;147.30713785864242;149.33641907427773;150.01365590322902;147.86066180145957;151.32750174947515;142.4594121763471;147.53189043287014;146.67963610916726;149.11424572628212;148.01329601119664
Tx Utilization Per Node;3;2; ;245.33111066679996;243.91704488653403;244.07181845446365;243.4371688493452;244.66231130660802;247.2333699890033;246.50968709387183;247.3039288213536;242.74555633310007;240.62046386084174
Tx Utilization Per Node;3;3; ;150.7735379386184;149.16119164250725;149.05357392782165;147.25708287513746;147.41338598420475;145.07225832250325;150.06010196940917;149.7743277016895;148.06458062581225;145.37121863440967
Tx Utilization Per Node;3;4; ;219.5893931820454;217.65113465960212;218.44176746975907;215.85882235329402;216.02155353393982;215.26465060481854;217.5035289413176;217.62922123362992;218.01067679696092;217.1373387983605
Tx Utilization Per Node;3;5; ;229.99842047385783;229.33121063680895;231.29299210236928;233.6704788563431;230.35745276417074;233.90925722283316;231.71211636509048;232.25457362791164;235.66032190342898;229.83969809057282
Tx Utilization Per Node;3;6; ;217.09664100769768;216.9292712186344;218.9182045386384;213.83215035489354;219.22140357892633;217.85437368789363;216.59435169449165;218.4327901629511;213.01582525242426;218.96929921023693
Tx Utilization Per Node;4;1; ;177.31747475757274;177.88059582125362;176.0448565430371;179.7895031490553;179.5401379586124;169.87333799860042;175.33250024992503;172.63069079276218;175.44581625512348;175.68395481355594
Tx Utilization Per Node;4;2; ;282.62452264320706;281.47554733579926;281.813655903229;280.42733180045985;281.66933919824055;282.64700589823053;282.18666400079974;279.3960611816455;276.7723083075077;283.2635509347196
Tx Utilization Per Node;4;3; ;171.88738378486454;171.57152854143757;178.20289913026093;176.38432470258923;175.80880735779266;177.88726382085375;174.61191642507248;176.29426172148356;176.41206638008597;173.92083374987504
Tx Utilization Per Node;4;4; ;241.1222633210037;239.33872838148557;237.9959912026392;240.60830750774767;239.940677796661;236.91971408577427;235.65369389183246;237.12754173747877;239.7551234629611;240.20672798160552
Tx Utilization Per Node;4;5; ;271.3010096970909;274.6102569229231;272.6356193142057;272.93115065480356;270.74241727481757;270.2816954913526;269.8556033190043;273.32759172248325;269.57488753373985;273.55733280015994
Tx Utilization Per Node;4;6; ;236.32399280215935;239.1294211736479;238.18639408177546;239.43317004898532;240.57945616315106;242.09010296910927;240.34737578726381;235.33500949715085;240.023133060082;239.89394181745476


Rx Utilization Per Node;1;1; ;99.22136359092272;97.30808757372787;99.76049185244426;96.59944016794961;97.44878536439069;98.18927321803459;96.30155953214036;98.09098270518844;98.3332300309907;98.09874037788663
Rx Utilization Per Node;1;2; ;100.05385384384685;99.99603119064281;98.95116465060482;100.81777466759972;98.83051084674598;99.58487453763871;98.71198640407877;100.43241027691693;98.75272418274518;101.17695691292612
Rx Utilization Per Node;1;3; ;97.92353294011797;96.97640707787664;97.50841747475758;97.6259122263321;99.11952414275717;98.1445166450065;98.61548535439368;95.36147155853244;98.29762071378586;98.05041487553734
