Metrics;LoadPoint;link; ;rep1;rep2;rep3;rep4;rep5
External Fragmentation (Vertical);1;all; ;0.24851657014816772;0.2452592172829118;0.2513806141091084;0.21794176451640163;0.26047250529117755
External Fragmentation (Vertical);2;all; ;0.5846860523882182;0.5444487878270975;0.5521354530184336;0.5419856914021359;0.52114640971727
External Fragmentation (Vertical);3;all; ;0.5526517838168913;0.554150284212685;0.5478497061243731;0.5450601379333743;0.5607985191196094


External Fragmentation (Horizontal);1;all; ;0.20260238758351926;0.19255363751653654;0.20910816778403146;0.18256644723699375;0.21007059134517983
External Fragmentation (Horizontal);2;all; ;0.533799894651589;0.5430307029505368;0.5455525452979311;0.5082068853998728;0.48412423866284954
External Fragmentation (Horizontal);3;all; ;0.40032915723838436;0.3893623766205363;0.3632255286777045;0.37766977090374865;0.41179661957287345


External Fragmentation Per Link;1;<1-2>; ;0.0177444845847541;0.03731860054072036;0.026315428394066642;0.025676783727344086;0.03207356989050171
External Fragmentation Per Link;1;<2-1>; ;0.04099596026913962;0.04124669648613462;0.044490160832813486;0.02286024036175843;0.028447843089705625
External Fragmentation Per Link;1;<2-3>; ;0.029423486660960972;0.035745862732804765;0.025876691273909087;0.024058941935291164;0.024030357968561015
External Fragmentation Per Link;1;<3-2>; ;0.029219297346036826;0.038297979005044114;0.032895441495767785;0.018962209107946916;0.02692917777691669
External Fragmentation Per Link;1;<1-6>; ;0.5304782158601244;0.4386613808399928;0.4424594427491574;0.31739460981267537;0.4849182884029753
External Fragmentation Per Link;1;<2-5>; ;0.2656404837234719;0.32479849910004893;0.33651681214077933;0.3251517899506303;0.31434736983349876
External Fragmentation Per Link;1;<3-4>; ;0.45215346483729035;0.3691821589087473;0.4531347853656349;0.343871454821454;0.461576449174642
External Fragmentation Per Link;1;<4-3>; ;0.38305373660495085;0.44881634079351723;0.39694444035145515;0.3490040704569212;0.46617806928952277
External Fragmentation Per Link;1;<5-2>; ;0.31105426448975076;0.32728732108563613;0.2549582461373139;0.2676586882929512;0.38954128793077203
External Fragmentation Per Link;1;<6-1>; ;0.4552269148921955;0.49078843206072537;0.5091178790727046;0.4752757111137234;0.4285828480811547
External Fragmentation Per Link;1;<4-5>; ;0.19292969117571673;0.2358608478753117;0.2867274260988861;0.24305598185673769;0.20800518730688514
External Fragmentation Per Link;1;<5-4>; ;0.2785149850842779;0.18414498024644993;0.19712474260416332;0.18438564024194323;0.28629058759971654
External Fragmentation Per Link;1;<5-6>; ;0.1996880604145874;0.2704770743659111;0.29392007996990005;0.2501481905110526;0.2222986910097768
External Fragmentation Per Link;1;<6-5>; ;0.29310893613109157;0.1910028679197015;0.21884702104096235;0.20368039103921257;0.2733953467218379
External Fragmentation Per Link;2;<1-2>; ;0.05035888439014853;0.02575888436001593;0.06721973053373276;0.057437068208836935;0.050849405426912915
External Fragmentation Per Link;2;<2-1>; ;0.12127637656645411;0.03840629750363311;0.03906805754166899;0.027763626490757552;0.045317607514192206
External Fragmentation Per Link;2;<2-3>; ;0.060294606418299944;0.03532322098845687;0.061503460011963045;0.08121186897578161;0.05649857131770801
External Fragmentation Per Link;2;<3-2>; ;0.10659877549287773;0.0606447120086126;0.024200741689520494;0.0399617435048973;0.051810812594815236
External Fragmentation Per Link;2;<1-6>; ;0.8518199067858017;0.7443753846157448;0.7547567242002003;0.8075713301808334;0.8236405210543624
External Fragmentation Per Link;2;<2-5>; ;0.8361402625301844;0.7207788610285798;0.6870611651075964;0.7152684124043274;0.6559193421833892
External Fragmentation Per Link;2;<3-4>; ;0.8325515277376226;0.7639376031346783;0.8198073718252239;0.7885867322076973;0.7889271500940034
External Fragmentation Per Link;2;<4-3>; ;0.7279133593982765;0.7921775544444698;0.8157151502240367;0.7914106506019143;0.7984806246837615
External Fragmentation Per Link;2;<5-2>; ;0.8050209504470712;0.7576860699717755;0.6926734491146226;0.6696730760378509;0.745270934272239
External Fragmentation Per Link;2;<6-1>; ;0.7889309002916335;0.7054384388720475;0.7793184196951753;0.7832551731062538;0.723324403466559
External Fragmentation Per Link;2;<4-5>; ;0.760024348067109;0.7237717531277162;0.7830340764173438;0.7707763805958278;0.5895848639489697
External Fragmentation Per Link;2;<5-4>; ;0.7528341017468335;0.7694425657176662;0.7653857285431368;0.7145419668025045;0.7203281200803123
