Metrics;load point;node; ;rep1;rep2;rep3;rep4;rep5;rep6;rep7;rep8;rep9;rep10
Tx Utilization ;1;all; ;589.512066380086;588.8511046685994;587.8344496651005;588.4388983305008;588.5786763970809;593.5801259622114;590.4782965110467;590.2174247725683;591.143876836949;590.132800159952
Tx Utilization ;2;all; ;938.5308807357793;932.8579926022194;943.1625512346296;940.6637408777367;944.1793461961412;935.9076177146856;938.4788963311007;944.9284914525642;938.8392582225332;935.7175247425772
Tx Utilization ;3;all; ;1201.2714385684294;1206.2077976607018;1206.889723083075;1209.4825852244326;1201.7216834949515;1203.396321103669;1202.1678196541038;1209.677776667;1198.4204738578426;1198.2167049885034
Tx Utilization ;4;all; ;1385.9712486254123;1377.2684994501649;1381.6298410476857;1383.0065080475856;1380.2807057882635;1374.8924722583224;1373.2475357392782;1381.7536239128262;1378.5731280615814;1378.8166650004998


Rx Utilization ;1;all; ;589.512066380086;588.8511046685994;587.8344496651005;588.4388983305008;588.5786763970809;593.5801259622114;590.4782965110467;590.2174247725683;591.143876836949;590.132800159952
Rx Utilization ;2;all; ;938.5308807357793;932.8579926022194;943.1625512346296;940.6637408777367;944.1793461961412;935.9076177146856;938.4788963311007;944.9284914525642;938.8392582225332;935.7175247425772
Rx Utilization ;3;all; ;1201.2714385684294;1206.2077976607018;1206.889723083075;1209.4825852244326;1201.7216834949515;1203.396321103669;1202.1678196541038;1209.677776667;1198.4204738578426;1198.2167049885034
Rx Utilization ;4;all; ;1385.9712486254123;1377.2684994501649;1381.6298410476857;1383.0065080475856;1380.2807057882635;1374.8924722583224;1373.2475357392782;1381.7536239128262;1378.5731280615814;1378.8166650004998


Tx Utilization Per Node;1;1; ;98.10799760071978;97.48379486154154;96.67859642107368;94.86146156153154;96.57711686494052;98.88928321503549;97.36935919224233;98.0259122263321;97.38383484954514;97.19916025192443
Tx Utilization Per Node;1;2; ;98.29810056982905;98.70690792762171;99.65799260221934;100.28823352994102;98.18385484354694;99.78451464560632;98.18726382085374;97.60915725282415;99.6145656303109;100.75621313605919
Tx Utilization Per Node;1;3; ;98.17175847245827;95.66362091372588;96.39223233030091;97.66773967809657;98.16085174447666;96.7630010996701;97.2739078276517;97.88681395581325;96.96315105468359;95.91075677296811
Tx Utilization Per Node;1;4; ;96.99496151154653;100.01021693491953;97.90464860541837;98.86438068579426;97.94669599120265;98.75805258422473;97.81727481755473;99.0038088573428;99.60215935219435;98.41993401979406
