Metrics;load point;link;number of slots;slot; ;rep1;rep2;rep3;rep4;rep5
Requisitons per number of slots per link;1;<1-6>;3;-; ;0.2;0.3333333333333333;0.16666666666666666;0.1111111111111111;0.18518518518518517
Requisitons per number of slots per link;1;<1-6>;5;-; ;0.5;0.08333333333333333;0.0;0.3333333333333333;0.14814814814814814
Requisitons per number of slots per link;1;<4-5>;1;-; ;0.631578947368421;0.47368421052631576;0.36363636363636365;0.42105263157894735;0.3181818181818182
Requisitons per number of slots per link;1;<4-5>;2;-; ;0.05263157894736842;0.2631578947368421;0.22727272727272727;0.15789473684210525;0.2727272727272727
Requisitons per number of slots per link;1;<4-5>;3;-; ;0.15789473684210525;0.05263157894736842;0.09090909090909091;0.2631578947368421;0.18181818181818182
Requisitons per number of slots per link;1;<4-5>;5;-; ;0.15789473684210525;0.21052631578947367;0.3181818181818182;0.15789473684210525;0.22727272727272727
Requisitons per number of slots per link;1;<5-4>;1;-; ;0.3793103448275862;0.5142857142857142;0.5769230769230769;0.43243243243243246;0.5384615384615384
Requisitons per number of slots per link;1;<5-4>;2;-; ;0.1724137931034483;0.2;0.11538461538461539;0.10810810810810811;0.15384615384615385
Requisitons per number of slots per link;1;<5-4>;3;-; ;0.13793103448275862;0.2;0.15384615384615385;0.16216216216216217;0.10256410256410256
Requisitons per number of slots per link;1;<5-4>;5;-; ;0.3103448275862069;0.08571428571428572;0.15384615384615385;0.2972972972972973;0.20512820512820512
Requisitons per number of slots per link;1;<5-6>;1;-; ;0.325;0.5833333333333334;0.38235294117647056;0.32142857142857145;0.48
Requisitons per number of slots per link;1;<5-6>;2;-; ;0.15;0.25;0.11764705882352941;0.17857142857142858;0.16
Requisitons per number of slots per link;1;<5-6>;3;-; ;0.25;0.16666666666666666;0.20588235294117646;0.25;0.2
Requisitons per number of slots per link;1;<5-6>;5;-; ;0.275;0.0;0.29411764705882354;0.25;0.16
Requisitons per number of slots per link;1;<6-5>;1;-; ;0.48484848484848486;0.4642857142857143;0.5405405405405406;0.5185185185185185;0.5945945945945946
Requisitons per number of slots per link;1;<6-5>;2;-; ;0.12121212121212122;0.21428571428571427;0.21621621621621623;0.07407407407407407;0.13513513513513514
Requisitons per number of slots per link;1;<6-5>;3;-; ;0.15151515151515152;0.21428571428571427;0.13513513513513514;0.1111111111111111;0.10810810810810811
Requisitons per number of slots per link;1;<6-5>;5;-; ;0.24242424242424243;0.10714285714285714;0.10810810810810811;0.2962962962962963;0.16216216216216217
Requisitons per number of slots per link;2;<2-1>;1;-; ;0.5;0.0;0.3333333333333333;1.0;0.6363636363636364
Requisitons per number of slots per link;2;<2-1>;2;-; ;0.125;0.0;0.1111111111111111;0.0;0.18181818181818182
Requisitons per number of slots per link;2;<2-1>;3;-; ;0.125;0.0;0.2222222222222222;0.0;0.09090909090909091
Requisitons per number of slots per link;2;<2-1>;5;-; ;0.25;0.0;0.3333333333333333;0.0;0.09090909090909091
Requisitons per number of slots per link;2;<1-2>;1;-; ;0.0;1.0;0.3333333333333333;0.3333333333333333;0.6153846153846154
Requisitons per number of slots per link;2;<1-2>;5;-; ;0.0;0.0;0.3333333333333333;0.0;0.0
Requisitons per number of slots per link;2;<3-2>;1;-; ;0.8;1.0;0.6;0.6;0.7142857142857143
Requisitons per number of slots per link;2;<3-2>;2;-; ;0.2;0.0;0.2;0.0;0.14285714285714285
Requisitons per number of slots per link;2;<3-2>;5;-; ;0.0;0.0;0.2;0.2;0.0
Requisitons per number of slots per link;2;<2-3>;1;-; ;0.0;0.7142857142857143;0.5;0.0;0.6
Requisitons per number of slots per link;2;<2-3>;5;-; ;0.0;0.14285714285714285;0.25;0.0;0.0
Requisitons per number of slots per link;2;<5-2>;1;-; ;0.0;0.45454545454545453;0.4444444444444444;0.5;1.0
Requisitons per number of slots per link;2;<5-2>;2;-; ;1.0;0.18181818181818182;0.2222222222222222;0.16666666666666666;0.0
Requisitons per number of slots per link;2;<5-2>;3;-; ;0.0;0.36363636363636365;0.1111111111111111;0.16666666666666666;0.0
Requisitons per number of slots per link;2;<5-2>;5;-; ;0.0;0.0;0.2222222222222222;0.16666666666666666;0.0
Requisitons per number of slots per link;2;<2-5>;1;-; ;0.0;0.0;0.3333333333333333;0.45454545454545453;0.3333333333333333
Requisitons per number of slots per link;2;<2-5>;2;-; ;0.0;0.0;0.0;0.45454545454545453;0.3333333333333333
Requisitons per number of slots per link;2;<2-5>;3;-; ;0.0;0.0;0.3333333333333333;0.09090909090909091;0.3333333333333333
Requisitons per number of slots per link;2;<2-5>;5;-; ;0.0;0.0;0.3333333333333333;0.0;0.0
Requisitons per number of slots per link;2;<3-4>;1;-; ;0.6666666666666666;0.6428571428571429;0.5;0.8333333333333334;1.0
Requisitons per number of slots per link;2;<3-4>;2;-; ;0.3333333333333333;0.14285714285714285;0.21428571428571427;0.0;0.0
Requisitons per number of slots per link;2;<3-4>;3;-; ;0.0;0.07142857142857142;0.21428571428571427;0.16666666666666666;0.0
Requisitons per number of slots per link;2;<3-4>;5;-; ;0.0;0.14285714285714285;0.07142857142857142;0.0;0.0
Requisitons per number of slots per link;2;<6-1>;1;-; ;0.0;0.45454545454545453;0.75;0.5833333333333334;0.75
Requisitons per number of slots per link;2;<6-1>;2;-; ;0.0;0.0;0.25;0.25;0.25
Requisitons per number of slots per link;2;<6-1>;3;-; ;0.0;0.2727272727272727;0.0;0.0;0.0
Requisitons per number of slots per link;2;<6-1>;5;-; ;0.0;0.2727272727272727;0.0;0.16666666666666666;0.0
Requisitons per number of slots per link;2;<4-3>;1;-; ;0.4117647058823529;0.0;0.7142857142857143;0.6923076923076923;0.0
Requisitons per number of slots per link;2;<4-3>;2;-; ;0.11764705882352941;0.0;0.0;0.0;0.0
Requisitons per number of slots per link;2;<4-3>;3;-; ;0.11764705882352941;0.0;0.0;0.23076923076923078;0.0
Requisitons per number of slots per link;2;<4-3>;5;-; ;0.35294117647058826;0.0;0.2857142857142857;0.07692307692307693;0.0
Requisitons per number of slots per link;2;<1-6>;1;-; ;0.5;0.6;0.46153846153846156;0.14285714285714285;0.0
Requisitons per number of slots per link;2;<1-6>;3;-; ;0.08333333333333333;0.4;0.15384615384615385;0.5714285714285714;1.0
Requisitons per number of slots per link;2;<1-6>;5;-; ;0.16666666666666666;0.0;0.15384615384615385;0.14285714285714285;0.0
Requisitons per number of slots per link;2;<4-5>;1;-; ;0.4375;0.56;0.4583333333333333;0.6363636363636364;0.4444444444444444
Requisitons per number of slots per link;2;<4-5>;2;-; ;0.1875;0.08;0.25;0.18181818181818182;0.3333333333333333
Requisitons per number of slots per link;2;<4-5>;3;-; ;0.25;0.16;0.16666666666666666;0.0;0.1111111111111111
Requisitons per number of slots per link;2;<4-5>;5;-; ;0.125;0.2;0.125;0.18181818181818182;0.1111111111111111
Requisitons per number of slots per link;2;<5-4>;1;-; ;0.43333333333333335;0.5454545454545454;0.631578947368421;0.6875;0.3076923076923077
Requisitons per number of slots per link;2;<5-4>;2;-; ;0.2;0.09090909090909091;0.15789473684210525;0.0625;0.23076923076923078
Requisitons per number of slots per link;2;<5-4>;3;-; ;0.1;0.2727272727272727;0.05263157894736842;0.1875;0.46153846153846156
Requisitons per number of slots per link;2;<5-4>;5;-; ;0.26666666666666666;0.09090909090909091;0.15789473684210525;0.0625;0.0
Requisitons per number of slots per link;2;<5-6>;1;-; ;0.4;0.5;0.46153846153846156;0.5;0.5
Requisitons per number of slots per link;2;<5-6>;2;-; ;0.0;0.045454545454545456;0.3076923076923077;0.25;0.2777777777777778
Requisitons per number of slots per link;2;<5-6>;3;-; ;0.4;0.18181818181818182;0.15384615384615385;0.0;0.16666666666666666
Requisitons per number of slots per link;2;<5-6>;5;-; ;0.2;0.2727272727272727;0.07692307692307693;0.25;0.05555555555555555
Requisitons per number of slots per link;2;<6-5>;1;-; ;0.4444444444444444;0.4444444444444444;0.6111111111111112;0.6923076923076923;0.7857142857142857
Requisitons per number of slots per link;2;<6-5>;2;-; ;0.16666666666666666;0.1111111111111111;0.2222222222222222;0.0;0.0
Requisitons per number of slots per link;2;<6-5>;3;-; ;0.05555555555555555;0.3888888888888889;0.05555555555555555;0.23076923076923078;0.21428571428571427
Requisitons per number of slots per link;2;<6-5>;5;-; ;0.3333333333333333;0.05555555555555555;0.1111111111111111;0.07692307692307693;0.0
Requisitons per number of slots per link;3;<2-1>;1;-; ;0.375;0.375;0.6;0.0;0.6666666666666666
Requisitons per number of slots per link;3;<2-1>;2;-; ;0.125;0.125;0.0;0.0;0.16666666666666666
Requisitons per number of slots per link;3;<2-1>;3;-; ;0.25;0.25;0.2;0.0;0.16666666666666666
Requisitons per number of slots per link;3;<2-1>;5;-; ;0.25;0.25;0.2;0.0;0.0
Requisitons per number of slots per link;3;<1-2>;1;-; ;0.46153846153846156;0.0;0.0;0.5;0.0
Requisitons per number of slots per link;3;<1-2>;5;-; ;0.23076923076923078;0.0;0.0;0.25;0.0
Requisitons per number of slots per link;3;<3-2>;1;-; ;0.4166666666666667;0.46153846153846156;0.1111111111111111;0.0;0.1111111111111111
Requisitons per number of slots per link;3;<3-2>;2;-; ;0.08333333333333333;0.07692307692307693;0.3333333333333333;0.0;0.5555555555555556
Requisitons per number of slots per link;3;<3-2>;5;-; ;0.25;0.23076923076923078;0.1111111111111111;0.0;0.1111111111111111
Requisitons per number of slots per link;3;<2-3>;1;-; ;1.0;0.7777777777777778;0.5;0.5;0.0
Requisitons per number of slots per link;3;<2-3>;5;-; ;0.0;0.1111111111111111;0.0;0.25;0.0
Requisitons per number of slots per link;3;<5-2>;1;-; ;0.0;0.6;0.0;0.5;0.0
Requisitons per number of slots per link;3;<5-2>;2;-; ;0.0;0.0;0.0;0.5;0.0
Requisitons per number of slots per link;3;<5-2>;3;-; ;0.0;0.4;0.0;0.0;0.0
Requisitons per number of slots per link;3;<5-2>;5;-; ;0.0;0.0;0.0;0.0;0.0
Requisitons per number of slots per link;3;<2-5>;1;-; ;0.45454545454545453;0.0;0.0;0.5;0.0
Requisitons per number of slots per link;3;<2-5>;2;-; ;0.18181818181818182;0.0;0.0;0.3333333333333333;0.0
Requisitons per number of slots per link;3;<2-5>;3;-; ;0.18181818181818182;0.0;0.0;0.0;0.0
Requisitons per number of slots per link;3;<2-5>;5;-; ;0.18181818181818182;0.0;0.0;0.16666666666666666;0.0
Requisitons per number of slots per link;3;<3-4>;1;-; ;0.0;0.0;0.0;0.5555555555555556;0.0
Requisitons per number of slots per link;3;<3-4>;2;-; ;0.0;0.0;0.0;0.3333333333333333;0.0
Requisitons per number of slots per link;3;<3-4>;3;-; ;0.0;0.0;0.0;0.0;0.0
Requisitons per number of slots per link;3;<3-4>;5;-; ;0.0;0.0;0.0;0.1111111111111111;0.0
Requisitons per number of slots per link;3;<6-1>;1;-; ;1.0;0.8;0.5;0.46153846153846156;0.0
Requisitons per number of slots per link;3;<6-1>;2;-; ;0.0;0.0;0.25;0.15384615384615385;0.0
Requisitons per number of slots per link;3;<6-1>;3;-; ;0.0;0.0;0.25;0.07692307692307693;0.0
Requisitons per number of slots per link;3;<6-1>;5;-; ;0.0;0.2;0.0;0.3076923076923077;0.0
Requisitons per number of slots per link;3;<4-3>;1;-; ;0.6;0.0;0.2857142857142857;0.3333333333333333;0.5833333333333334
Requisitons per number of slots per link;3;<4-3>;2;-; ;0.1;0.0;0.14285714285714285;0.16666666666666666;0.16666666666666666
Requisitons per number of slots per link;3;<4-3>;3;-; ;0.1;0.0;0.2857142857142857;0.5;0.0
Requisitons per number of slots per link;3;<4-3>;5;-; ;0.2;0.0;0.2857142857142857;0.0;0.25
Requisitons per number of slots per link;3;<1-6>;1;-; ;0.0;0.4;0.42857142857142855;1.0;0.75
Requisitons per number of slots per link;3;<1-6>;3;-; ;0.0;0.0;0.0;0.0;0.0
Requisitons per number of slots per link;3;<1-6>;5;-; ;0.0;0.2;0.42857142857142855;0.0;0.25
Requisitons per number of slots per link;3;<4-5>;1;-; ;1.0;0.5;0.2857142857142857;0.4;0.5
Requisitons per number of slots per link;3;<4-5>;2;-; ;0.0;0.16666666666666666;0.2857142857142857;0.3;0.0
Requisitons per number of slots per link;3;<4-5>;3;-; ;0.0;0.16666666666666666;0.14285714285714285;0.1;0.0
Requisitons per number of slots per link;3;<4-5>;5;-; ;0.0;0.16666666666666666;0.2857142857142857;0.2;0.5
Requisitons per number of slots per link;3;<5-4>;1;-; ;0.7142857142857143;1.0;0.2727272727272727;0.5;0.5
Requisitons per number of slots per link;3;<5-4>;2;-; ;0.2857142857142857;0.0;0.18181818181818182;0.0;0.2
Requisitons per number of slots per link;3;<5-4>;3;-; ;0.0;0.0;0.18181818181818182;0.5;0.1
Requisitons per number of slots per link;3;<5-4>;5;-; ;0.0;0.0;0.36363636363636365;0.0;0.2
Requisitons per number of slots per link;3;<5-6>;1;-; ;0.5;0.6363636363636364;0.2857142857142857;0.4444444444444444;0.4
Requisitons per number of slots per link;3;<5-6>;2;-; ;0.25;0.09090909090909091;0.42857142857142855;0.2222222222222222;0.2
Requisitons per number of slots per link;3;<5-6>;3;-; ;0.25;0.09090909090909091;0.0;0.1111111111111111;0.2
Requisitons per number of slots per link;3;<5-6>;5;-; ;0.0;0.18181818181818182;0.2857142857142857;0.2222222222222222;0.2
Requisitons per number of slots per link;3;<6-5>;1;-; ;0.7142857142857143;0.6666666666666666;0.35714285714285715;0.7142857142857143;0.65
Requisitons per number of slots per link;3;<6-5>;2;-; ;0.2857142857142857;0.2222222222222222;0.14285714285714285;0.0;0.1
Requisitons per number of slots per link;3;<6-5>;3;-; ;0.0;0.0;0.14285714285714285;0.2857142857142857;0.05
Requisitons per number of slots per link;3;<6-5>;5;-; ;0.0;0.1111111111111111;0.35714285714285715;0.0;0.2


