Metrics;load point;node; ;rep1;rep2;rep3;rep4;rep5
Tx Utilization ;1;all; ;5.56980056980057;5.593083799980351;5.63346104725415;5.570095294233226;5.6676490814421845
Tx Utilization ;2;all; ;5.792808723843207;5.789173789173789;5.818547990961784;5.770213184006288;5.723548482169172
Tx Utilization ;3;all; ;5.677473229197367;5.9012673150604185;5.862265448472345;5.798408488063661;5.8596129285784455


Rx Utilization ;1;all; ;5.56980056980057;5.593083799980351;5.63346104725415;5.570095294233226;5.6676490814421845
Rx Utilization ;2;all; ;5.792808723843207;5.789173789173789;5.818547990961784;5.770213184006288;5.723548482169172
Rx Utilization ;3;all; ;5.677473229197367;5.9012673150604185;5.862265448472345;5.798408488063661;5.8596129285784455


Tx Utilization Per Node;1;1; ;0.9648295510364476;0.8952745849297573;0.9401709401709402;0.9222909912565085;0.9294626191177915
Tx Utilization Per Node;1;2; ;0.89380096276648;0.9168877099911583;0.9343746929953827;0.9509775027016406;0.9487179487179487
Tx Utilization Per Node;1;3; ;0.9174771588564692;0.9633559288731702;0.944690048138324;0.9293643776402397;0.9621770311425484
Tx Utilization Per Node;1;4; ;0.9095195991747715;0.9485214657628451;0.9444935651832204;0.9412515964240102;0.9489144316730523
Tx Utilization Per Node;1;5; ;0.950781019746537;0.9364377640239709;0.9448865310934277;0.898811278121623;0.9456724629138422
Tx Utilization Per Node;1;6; ;0.9333922782198645;0.9326063463994498;0.9248452696728559;0.9273995480892032;0.9327045878770017
Tx Utilization Per Node;2;1; ;0.9544159544159544;0.972394144807938;0.95903330386089;0.9710187641222124;0.9158070537380882
Tx Utilization Per Node;2;2; ;0.9840848806366048;0.974555457314078;0.9732783181059043;0.9611946163670302;0.9847725709794676
Tx Utilization Per Node;2;3; ;0.9730818351508007;0.9644365851262403;0.9709205226446606;0.9721976618528343;0.9452794970036349
Tx Utilization Per Node;2;4; ;0.9599174771588564;0.9576579231751645;0.961292857844582;0.9717064544650752;0.9641418606935849
Tx Utilization Per Node;2;5; ;0.9649277925139994;0.938599076530111;0.9734748010610079;0.9166912270360547;0.9691521760487277
Tx Utilization Per Node;2;6; ;0.9563807839669909;0.9815306022202573;0.9805481874447391;0.9774044601630808;0.9443953237056686
Tx Utilization Per Node;3;1; ;0.7785637095981923;0.9876215738284704;0.9833971902937421;0.9138422241870517;0.9545141958935063
Tx Utilization Per Node;3;2; ;0.97789566755084;0.9766185283426663;0.9766185283426663;0.975144906179389;0.9860497101876412
Tx Utilization Per Node;3;3; ;0.962373514097652;0.9752431476569408;0.9843796050692603;0.9810393948324982;0.9720011788977306
Tx Utilization Per Node;3;4; ;0.9837901562039493;0.9888004715590922;0.9661066902446213;0.9636506533058257;0.9719029374201787
Tx Utilization Per Node;3;5; ;0.9812358777876019;0.9810393948324982;0.9794675311916691;0.9840848806366048;0.9902740937223696
Tx Utilization Per Node;3;6; ;0.9936143039591315;0.9919441988407506;0.9722959033303861;0.980646428922291;0.9848708124570194


Rx Utilization Per Node;1;1; ;0.9648295510364476;0.8952745849297573;0.9401709401709402;0.9222909912565085;0.9294626191177915
Rx Utilization Per Node;1;2; ;0.89380096276648;0.9168877099911583;0.9343746929953827;0.9509775027016406;0.9487179487179487
Rx Utilization Per Node;1;3; ;0.9174771588564692;0.9633559288731702;0.944690048138324;0.9293643776402397;0.9621770311425484
Rx Utilization Per Node;1;4; ;0.9095195991747715;0.9485214657628451;0.9444935651832204;0.9412515964240102;0.9489144316730523
Rx Utilization Per Node;1;5; ;0.950781019746537;0.9364377640239709;0.9448865310934277;0.898811278121623;0.9456724629138422
Rx Utilization Per Node;1;6; ;0.9333922782198645;0.9326063463994498;0.9248452696728559;0.9273995480892032;0.9327045878770017
Rx Utilization Per Node;2;1; ;0.9544159544159544;0.972394144807938;0.95903330386089;0.9710187641222124;0.9158070537380882
Rx Utilization Per Node;2;2; ;0.9840848806366048;0.974555457314078;0.9732783181059043;0.9611946163670302;0.9847725709794676
Rx Utilization Per Node;2;3; ;0.9730818351508007;0.9644365851262403;0.9709205226446606;0.9721976618528343;0.9452794970036349
Rx Utilization Per Node;2;4; ;0.9599174771588564;0.9576579231751645;0.961292857844582;0.9717064544650752;0.9641418606935849
