Metrics;LoadPoint;link; ;rep1;rep2;rep3;rep4;rep5;rep6;rep7;rep8;rep9;rep10
External Fragmentation (Vertical);1;all; ;0.626350587552545;0.6306774276929449;0.6277375929452963;0.627322504393258;0.6245062357867389;0.6283416939521852;0.6327667423735828;0.6238698557492376;0.6321628504742204;0.6311932294539497
External Fragmentation (Vertical);2;all; ;0.8061061041917863;0.8040963288275343;0.8058513602876745;0.804722737735537;0.8050528711301421;0.806651104959349;0.8042562513384652;0.8053916170602876;0.804650052375648;0.8057782336038602
External Fragmentation (Vertical);3;all; ;0.8246112692581753;0.8249309007747818;0.8228705317368326;0.8235447162590157;0.8253154348834041;0.8244989948757423;0.8246055500037444;0.825212092733905;0.8223553020229478;0.8228829913819565
External Fragmentation (Vertical);4;all; ;0.8288845054100434;0.8282502577267614;0.8282705076159894;0.8280671497009336;0.8270148336580874;0.8283695483902533;0.8289333982653172;0.8277549090962862;0.8276643354208838;0.828659464835416

External Fragmentation (Horizontal);1;all; ;0.5688094981069423;0.5745378392526498;0.5702239201160902;0.5695301187811903;0.5684402834238088;0.5715010147659724;0.575269394000792;0.5664814679849418;0.573455053402769;0.5741716018689228
External Fragmentation (Horizontal);2;all; ;0.7234343549178558;0.724090818896382;0.7243070950182806;0.724847333483051;0.724335099210102;0.7249389511126211;0.7232803538509321;0.7243796706300988;0.7265380868093785;0.7247704413441264
External Fragmentation (Horizontal);3;all; ;0.6898809484380171;0.6930406062292919;0.6856456141448204;0.6913900771658215;0.689442177876006;0.6918603598217898;0.6913990140162826;0.6912278200180406;0.6923715244849038;0.6897332775039491
External Fragmentation (Horizontal);4;all; ;0.6385068800082098;0.6372147956760463;0.6348327131358165;0.6337809066273379;0.6331445191895746;0.634852618273957;0.6383167989453071;0.6381991048292821;0.6309768268488669;0.632886908475009

External Fragmentation Per Link;1;<6-7>; ;0.5458004958088198;0.5565691645280134;0.5474870851178341;0.555706520847032;0.5549955184602106;0.5550184320166367;0.5441594029455452;0.5468094603385633;0.5486992411445988;0.5551996368098698
External Fragmentation Per Link;1;<7-6>; ;0.5545175035350564;0.5571363961607274;0.5459854933638447;0.5533302649590851;0.5404857212491442;0.5613086418160085;0.5655619918899795;0.5513562129248097;0.5650708842118625;0.5441110900503143
External Fragmentation Per Link;1;<7-8>; ;0.6166833302721954;0.6320435016731852;0.6153104789188732;0.6184818750936953;0.6235763545708963;0.6202210967376895;0.6185224694763382;0.6118501751418625;0.626496984222069;0.6201042625513519
External Fragmentation Per Link;1;<8-7>; ;0.6202367448765954;0.6265323795685118;0.6139531816034353;0.6248485750169782;0.6225803828316022;0.6328924498469496;0.635654140474534;0.6243981415684929;0.6368199894801759;0.627212635039616
External Fragmentation Per Link;1;<1-2>; ;0.6433025491394712;0.6464230860631456;0.649670755975265;0.640148596053015;0.6504453984097065;0.6522409632607372;0.6641707364028494;0.6521777740082709;0.6516706216099807;0.6590454207951221
External Fragmentation Per Link;1;<2-1>; ;0.6379871782844877;0.6477267447360229;0.6392934573233404;0.638304746329484;0.6413041359120191;0.6435375860199214;0.6381896350474916;0.6393484094765179;0.6465116379661087;0.6421401702650785
External Fragmentation Per Link;1;<2-3>; ;0.6730074519734716;0.6722417764624476;0.6754568297501881;0.6686910742804208;0.6687589470349233;0.6738016307119359;0.6785868706729723;0.6690259319734392;0.6702391447240763;0.6863583051923438
External Fragmentation Per Link;1;<3-2>; ;0.6752315890318157;0.6783929761713284;0.6723735679984332;0.6675014695847288;0.6687280502069783;0.6687757494217612;0.6801658338289559;0.6683259140302112;0.6767142589531331;0.670221998198771
External Fragmentation Per Link;1;<3-4>; ;0.6425721236260247;0.6320566256474692;0.6451223676514152;0.6418462978655883;0.6312214425383244;0.6350480711407356;0.6402063150819057;0.6358779159358657;0.6452079465618932;0.6550265996056728
External Fragmentation Per Link;1;<4-3>; ;0.6482788125581358;0.6457988011887645;0.6519152733032183;0.6546319706451059;0.6473716453403955;0.6416921473120092;0.655582331466003;0.6420484340393242;0.6493018509854116;0.6482079125300997
External Fragmentation Per Link;1;<1-8>; ;0.6289447134910369;0.6416758284395752;0.6309730104935103;0.6244445654571331;0.6287066206946764;0.6365526052040579;0.635336783164025;0.632207889767077;0.6436303162998209;0.6343796858470221
External Fragmentation Per Link;1;<4-5>; ;0.635229752392738;0.6317862577396322;0.647688879032781;0.6399324057755162;0.6271748616244832;0.6318411469842037;0.6358821962746746;0.633630820052213;0.6316612919443254;0.6494050218914995
External Fragmentation Per Link;1;<5-4>; ;0.6298383678712131;0.628743226023209;0.6302770547754529;0.6329702707175618;0.6300960544060643;0.6255201148059932;0.6426926964497023;0.6233645623725326;0.636947436275129;0.6265640719352837
External Fragmentation Per Link;1;<8-1>; ;0.6304750136646862;0.6469354225272079;0.6344495686360421;0.6235492375106495;0.6324020762991628;0.6399117525630533;0.6344370466633488;0.6263800536109088;0.6409998393391593;0.6392536498150615
External Fragmentation Per Link;1;<5-6>; ;0.6241551918747887;0.63069501098922;0.6259067265307294;0.6294473025172945;0.6185134449804736;0.620990392215526;0.6226767046535459;0.6192832024426456;0.6182869606573473;0.6316799452512555
External Fragmentation Per Link;1;<6-5>; ;0.6153485824417182;0.6160816451699103;0.6179377566518863;0.6233248976402043;0.6057391180300064;0.6141143231791578;0.6324427234868986;0.6058327943065701;0.6263472032136935;0.6101812654862037
External Fragmentation Per Link;2;<6-7>; ;0.7932675720604687;0.784025895540453;0.8013231067040957;0.7922425957266287;0.7980606240088182;0.796843304031101;0.7888306381217018;0.7878258995958719;0.7918255829951528;0.785627236476759
External Fragmentation Per Link;2;<7-6>; ;0.7912061205821094;0.787410243749258;0.7846028759132347;0.784694087528466;0.7875284892332325;0.7975218292544043;0.7850092098783339;0.7884309142717794;0.7925865264431922;0.7961719038943669
External Fragmentation Per Link;2;<7-8>; ;0.8043880413487571;0.7982393521109813;0.8098399775393857;0.8057913783861128;0.8030568156809857;0.8082503861873729;0.8051839458793424;0.8040939623568939;0.8009145939589655;0.8056025565987636
External Fragmentation Per Link;2;<8-7>; ;0.8079446135501824;0.8062566899656399;0.8096279905983325;0.8087577594504826;0.8093168961220588;0.806128839441254;0.8084187587582624;0.8055197480418859;0.8090910594039757;0.8117529260444629
External Fragmentation Per Link;2;<1-2>; ;0.8057695352007035;0.8076194319659993;0.8046639618909012;0.8115252676912817;0.8079474479530596;0.8115428816816358;0.8066109915864205;0.8097475419168465;0.8087239839287478;0.8137267338787493
External Fragmentation Per Link;2;<2-1>; ;0.8033077392002145;0.7965696377884212;0.8034343448891482;0.8017606245011486;0.8008737583526925;0.8070702020718965;0.8025341911456337;0.7947567169314312;0.7984680532311329;0.8022453667379238
External Fragmentation Per Link;2;<2-3>; ;0.815532106164732;0.8179967398271496;0.8146304657079202;0.8160151885922071;0.8157507546628766;0.8132858328644001;0.815153252514015;0.8193467004450604;0.8163402082687494;0.8165165138208146
External Fragmentation Per Link;2;<3-2>; ;0.8177941237876425;0.8159585262915492;0.8166563472606111;0.8161512370351366;0.8148726606654582;0.8167564220777646;0.8182525284565777;0.8157375527344134;0.8169282645532162;0.8155338838654516
External Fragmentation Per Link;2;<3-4>; ;0.8070501369258848;0.8088201492725782;0.7996585885420393;0.8000198930902659;0.8017519903450572;0.8033874712193494;0.8007159022352904;0.8071583015391439;0.8036090175628833;0.8082995361022423
External Fragmentation Per Link;2;<4-3>; ;0.8072192054329363;0.8084266586314861;0.8065421107548455;0.8080049969042591;0.8049114756610568;0.807954782942104;0.8077797346678258;0.8102957147471879;0.8050199809408217;0.804087023676046
External Fragmentation Per Link;2;<1-8>; ;0.8071553936305639;0.8062884641618773;0.8032963649657436;0.8017112099200944;0.8039277253466448;0.8046579061119754;0.8054974189882296;0.8027547616427452;0.8045354997372588;0.8064001587957411
External Fragmentation Per Link;2;<4-5>; ;0.8074950867547367;0.8034727936224653;0.8078731443487379;0.804170992595854;0.8060417242928116;0.8064373908202357;0.8051179968215838;0.8088602206415928;0.8026767274829071;0.8036504512008766
External Fragmentation Per Link;2;<5-4>; ;0.8050897696127339;0.8065708745585379;0.8100007160311432;0.8095819891167351;0.8042558533354157;0.8083663804914965;0.8040772313239339;0.8094202736014529;0.8059144080130514;0.8073342209795235
External Fragmentation Per Link;2;<8-1>; ;0.8082694255015029;0.807578617521685;0.8059100651450468;0.8063522332860871;0.8055545873614942;0.8063854246669819;0.8063115863321096;0.8084608841599187;0.8056003318217746;0.8054515406194683
External Fragmentation Per Link;2;<5-6>; ;0.8112597262622437;0.8089486534786086;0.8093560827815608;0.8086339887132626;0.8097320723803176;0.8086690504035358;0.8073220836336659;0.8061296057630445;0.8131694763650564;0.8045671316465806
External Fragmentation Per Link;2;<6-5>; ;0.804949071053992;0.8013585327545654;0.8062056215307232;0.8001503612312629;0.8072630626813699;0.8031595750847691;0.801284551073342;0.8077270745761737;0.7989971233048115;0.8054845533245657
External Fragmentation Per Link;3;<6-7>; ;0.8202852363588663;0.82175935725668;0.8190072983405776;0.8155438487520382;0.8199784947708438;0.8139315146821118;0.8221745980634025;0.8158088080977288;0.8178051893297973;0.8147412804249113
