Metrics;LoadPoint;link;spectrum size (c); ;rep1;rep2;rep3;rep4;rep5;rep6;rep7;rep8;rep9;rep10
Relative Fragmentation per spectrum size (c);1;all;1; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Relative Fragmentation per spectrum size (c);1;all;2; ;0.18139273938484668;0.17577651941145153;0.18206163259809505;0.17752198942135092;0.18437467616747927;0.17770628834539282;0.17506616797015043;0.18555773293902886;0.17877259022135308;0.18606024734639093
Relative Fragmentation per spectrum size (c);1;all;3; ;0.318311357114531;0.3102137640511077;0.3207909786347699;0.31111985857274543;0.32299583620555344;0.319400165523455;0.30647613698023224;0.3294646296169148;0.3170117272155931;0.32336540791993623
Relative Fragmentation per spectrum size (c);1;all;5; ;0.46081627379389084;0.44917877594052197;0.4630834056389464;0.4477679322410125;0.4679763305659732;0.4578817921974062;0.45125748256715487;0.4751677490701759;0.45884968979839325;0.4661354891400368
Relative Fragmentation per spectrum size (c);2;all;1; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Relative Fragmentation per spectrum size (c);2;all;2; ;0.30563926464988184;0.3072984419571965;0.31957463182210144;0.308026825876828;0.3042154018204278;0.31579193166368946;0.31018313981798473;0.3153623976597733;0.3089604832339198;0.31572842843842297
Relative Fragmentation per spectrum size (c);2;all;3; ;0.5206118861559753;0.5176580562448972;0.5302245322940276;0.5269773031764133;0.521040588600494;0.5271037613796832;0.5283343823853176;0.526512999196007;0.5302926817099092;0.5313668505795043
Relative Fragmentation per spectrum size (c);2;all;5; ;0.7092002055962175;0.7094256693635372;0.7280795914389107;0.7140834179419194;0.7127159828460063;0.7218748220153856;0.719799667357158;0.7171221161335204;0.7131422210405125;0.7246554407462257
Relative Fragmentation per spectrum size (c);3;all;1; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Relative Fragmentation per spectrum size (c);3;all;2; ;0.38928864051060097;0.38375152936860357;0.3822042313375262;0.3825236093253512;0.38331239067146655;0.382284242956606;0.3885096856372134;0.3799110352256469;0.38452477818126585;0.37905874328983596
Relative Fragmentation per spectrum size (c);3;all;3; ;0.6274533084804615;0.6216399612244115;0.6236339570227802;0.6274324385709819;0.6273569555673418;0.6243272456128471;0.6254785787024627;0.6218419145812397;0.6235044642544402;0.6206605923615686
Relative Fragmentation per spectrum size (c);3;all;5; ;0.8364531164249713;0.8281733203334134;0.8335429272312983;0.8327277939040223;0.8408049266804762;0.832580925724565;0.8361161738501016;0.8329372727504262;0.8328919447057747;0.8305667540631175
Relative Fragmentation per spectrum size (c);4;all;1; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Relative Fragmentation per spectrum size (c);4;all;2; ;0.4290473581617244;0.4346778501466877;0.43244101052717837;0.43524700792396803;0.4334403532876806;0.4379952683603992;0.4363457979598187;0.43397348415765763;0.4304948316217671;0.43016376618991314
Relative Fragmentation per spectrum size (c);4;all;3; ;0.6786990032747313;0.6867064181409032;0.6856114284967235;0.6820118670872567;0.6854312586838326;0.6855527200400401;0.6839995907762152;0.6804015647038076;0.6836154853751832;0.6813325644072477
Relative Fragmentation per spectrum size (c);4;all;5; ;0.8925089491606785;0.8949522024672758;0.8930121684518791;0.8955566411482235;0.893309003300778;0.8914699509948711;0.8940821553814102;0.8900727325444803;0.891958560934742;0.8944485982474045

